istituto,tasso_affollamento,posti_regolamentari,posti_non_disponibili,posti_disponibili,totale_detenuti,dati_aggiornati_al,polizia_penitenziaria_previsti,polizia_penitenziaria_effettivi,personale_polizia_penitenziaria_aggiornato_al,amministrativi_effettivi,amministrativi_previsti,personale_amministrativo_aggiornato_al,numero_complessivo_stanze,numero_non_disponibili_stanze,doccia,bidet,portatori_handicap,servizi_igienici_con_porta,accensione_luce_autonoma,prese_elettriche,data_aggiornamento_spazi_detentivi,stanze_disponibili,detenuti_stanza,polizia_pers,doccia_pers,bidet_pers,servizi_pers,luci_pers,prese_pers,suicidi_2002,suicidi_2003,suicidi_2004,suicidi_2005,suicidi_2006,suicidi_2007,suicidi_2008,suicidi_2009,suicidi_2010,suicidi_2011,suicidi_2012,suicidi_2013,suicidi_2014,suicidi_2015,suicidi_2016,suicidi_2017,suicidi_2018,suicidi_2019,suicidi_2020,suicidi_2021,suicidi_2022,suicidi_2023,suicidi_2024,suicidi_totali,personale_previsti,personale_effettivi,personale_mancante_perc
Genova Marassi,129.9625468164794,535,1,534,694,2025-04-08,336,339,2025-02-28,30,36,2025-02-28,213.0,1.0,128.0,175.0,3.0,213.0,100.0,0.0,2025-04-08,212.0,3.2735849056603774,0.4884726224783862,5.421875,3.9657142857142857,3.26,6.94,0.0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,372,369,0.8064516129032258
Alba,100.0,138,89,49,49,2025-04-08,107,86,2025-02-28,9,14,2025-02-28,112.0,86.0,22.0,112.0,1.0,112.0,22.0,22.0,2025-04-08,26.0,1.8846153846153846,1.7551020408163265,2.227272727272727,0.4375,0.44,2.227272727272727,0.4489795918367347,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,121,95,21.487603305785125
Milano San Vittore,217.59834368530022,702,219,483,1051,2025-04-08,655,562,2025-02-28,35,45,2025-02-28,492.0,167.0,272.0,184.0,0.0,327.0,325.0,325.0,2025-04-08,325.0,3.233846153846154,0.5347288296860133,3.863970588235294,5.711956521739131,3.21,3.233846153846154,0.30922930542340626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,700,597,14.714285714285714
Belluno,145.0,89,9,80,116,2025-04-08,85,77,2025-02-28,9,14,2025-02-28,50.0,8.0,20.0,20.0,0.0,50.0,40.0,40.0,2025-04-08,42.0,2.761904761904762,0.6637931034482759,5.8,5.8,2.32,2.9,0.3448275862068966,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,99,86,13.131313131313133
Agrigento,138.6100386100386,283,24,259,359,2025-04-08,197,215,2025-02-28,22,23,2025-02-28,247.0,23.0,192.0,42.0,0.0,247.0,228.0,0.0,2025-04-08,224.0,1.6026785714285714,0.5988857938718662,1.8697916666666667,8.547619047619047,1.45,1.5745614035087718,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5,220,237,-7.727272727272727
"Alessandria Cantiello, Gaeta",105.15021459227466,233,0,233,245,2025-04-08,127,126,2025-02-28,13,34,2025-02-28,75.0,0.0,5.0,74.0,0.0,75.0,75.0,0.0,2025-04-08,75.0,3.2666666666666666,0.5142857142857142,49.0,3.310810810810811,3.27,3.2666666666666666,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,161,139,13.664596273291925
Alessandria San Michele,141.3793103448276,265,4,261,369,2025-04-08,210,179,2025-02-28,15,0,2025-02-28,241.0,4.0,7.0,63.0,0.0,241.0,241.0,241.0,2025-04-08,237.0,1.5569620253164558,0.48509485094850946,52.714285714285715,5.857142857142857,1.53,1.5311203319502074,0.6531165311653117,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,210,194,7.6190476190476195
Alghero,55.12820512820513,156,0,156,86,2025-04-08,79,72,2025-02-28,13,16,2025-02-28,62.0,0.0,62.0,0.0,0.0,62.0,62.0,62.0,2025-04-08,62.0,1.3870967741935485,0.8372093023255814,1.3870967741935485,inf,1.39,1.3870967741935485,0.7209302325581395,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,95,85,10.526315789473683
Ancona Montacuto,132.8125,256,0,256,340,2025-04-08,175,142,2025-02-28,19,31,2025-02-28,111.0,0.0,102.0,98.0,3.0,111.0,101.0,101.0,2025-04-08,111.0,3.063063063063063,0.4176470588235294,3.3333333333333335,3.4693877551020407,3.06,3.366336633663366,0.29705882352941176,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,6,206,161,21.844660194174757
Ancona Barcaglione,84.0,100,0,100,84,2025-04-08,60,58,2025-02-28,8,0,2025-02-28,98.0,0.0,24.0,0.0,0.0,98.0,98.0,98.0,2025-04-08,98.0,0.8571428571428571,0.6904761904761905,3.5,inf,0.86,0.8571428571428571,1.1666666666666667,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,6,60,66,-10.0
Arbus,72.22222222222221,176,50,126,91,2025-04-08,81,71,2025-02-28,13,20,2025-02-28,40.0,10.0,40.0,0.0,0.0,40.0,40.0,40.0,2025-04-08,30.0,3.033333333333333,0.7802197802197802,2.275,inf,2.28,2.275,0.43956043956043955,0,1,2,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,10,101,84,16.831683168316832
Arezzo,156.52173913043478,108,85,23,36,2025-04-08,38,34,2025-02-28,12,15,2025-02-28,57.0,38.0,9.0,3.0,1.0,56.0,57.0,54.0,2025-04-08,19.0,1.894736842105263,0.9444444444444444,4.0,12.0,0.64,0.631578947368421,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,53,46,13.20754716981132
Ariano Irpino,143.25581395348837,263,48,215,308,2025-04-08,165,155,2025-02-28,12,21,2025-02-28,133.0,25.0,121.0,64.0,4.0,133.0,81.0,125.0,2025-04-08,108.0,2.8518518518518516,0.5032467532467533,2.5454545454545454,4.8125,2.32,3.802469135802469,0.40584415584415584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,186,167,10.21505376344086
Arienzo,151.72413793103448,58,0,58,88,2025-04-08,43,48,2025-02-28,14,13,2025-02-28,53.0,0.0,53.0,53.0,0.0,53.0,53.0,53.0,2025-04-08,53.0,1.6603773584905661,0.5454545454545454,1.6603773584905661,1.6603773584905661,1.66,1.6603773584905661,0.6022727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,56,62,-10.714285714285714
Ascoli Piceno,142.71844660194176,103,0,103,147,2025-04-08,152,143,2025-02-28,16,16,2025-02-28,65.0,0.0,19.0,59.0,0.0,63.0,4.0,13.0,2025-04-08,65.0,2.2615384615384615,0.9727891156462585,7.7368421052631575,2.4915254237288136,2.33,36.75,0.08843537414965986,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,168,159,5.357142857142857
Asti,128.643216080402,205,6,199,256,2025-04-08,167,158,2025-02-28,14,22,2025-02-28,190.0,6.0,0.0,190.0,0.0,190.0,179.0,190.0,2025-04-08,184.0,1.391304347826087,0.6171875,inf,1.3473684210526315,1.35,1.4301675977653632,0.7421875,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,189,172,8.994708994708994
Augusta,168.9149560117302,364,23,341,576,2025-04-08,224,179,2025-02-28,24,29,2025-02-28,339.0,23.0,75.0,0.0,3.0,339.0,25.0,339.0,2025-04-08,316.0,1.8227848101265822,0.3107638888888889,7.68,inf,1.7,23.04,0.5885416666666666,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,4,253,203,19.76284584980237
Benevento,151.58730158730157,259,7,252,382,2025-04-08,217,224,2025-02-28,29,23,2025-02-28,230.0,5.0,230.0,0.0,0.0,230.0,1.0,230.0,2025-04-08,225.0,1.6977777777777778,0.5863874345549738,1.6608695652173913,inf,1.66,382.0,0.6020942408376964,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,1,0,1,2,2,0,0,1,11,240,253,-5.416666666666667
Rieti,169.89619377162632,295,6,289,491,2025-04-08,175,139,2025-02-28,21,23,2025-02-28,157.0,3.0,157.0,157.0,0.0,157.0,157.0,157.0,2025-04-08,154.0,3.188311688311688,0.2830957230142566,3.127388535031847,3.127388535031847,3.13,3.127388535031847,0.319755600814664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,198,160,19.19191919191919
Avellino,123.32613390928726,500,37,463,571,2025-04-08,263,315,2025-02-28,31,35,2025-02-28,211.0,19.0,187.0,61.0,3.0,210.0,82.0,84.0,2025-04-08,192.0,2.9739583333333335,0.5516637478108581,3.053475935828877,9.360655737704919,2.72,6.963414634146342,0.14711033274956217,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,2,1,0,0,8,298,346,-16.10738255033557
Aversa,117.94871794871796,254,20,234,276,2025-04-08,105,114,2025-02-28,26,25,2025-02-28,90.0,6.0,82.0,65.0,3.0,90.0,41.0,28.0,2025-04-08,84.0,3.2857142857142856,0.41304347826086957,3.3658536585365852,4.246153846153846,3.07,6.7317073170731705,0.10144927536231885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,130,140,-7.6923076923076925
Civitavecchia Nuovo Complesso,177.491961414791,357,46,311,552,2025-04-08,261,245,2025-02-28,24,35,2025-02-28,334.0,46.0,41.0,154.0,0.0,334.0,333.0,334.0,2025-04-08,288.0,1.9166666666666667,0.4438405797101449,13.463414634146341,3.5844155844155843,1.65,1.6576576576576576,0.605072463768116,0,0,1,2,1,0,0,1,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,10,296,269,9.121621621621621
Barcellona Pozzo di Gotto,74.55197132616487,387,108,279,208,2025-04-08,169,145,2025-02-28,26,26,2025-02-28,128.0,45.0,84.0,72.0,5.0,98.0,78.0,128.0,2025-04-08,83.0,2.5060240963855422,0.6971153846153846,2.4761904761904763,2.888888888888889,2.12,2.6666666666666665,0.6153846153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,0,0,6,195,171,12.307692307692308
Altamura,166.66666666666669,52,4,48,80,2025-04-08,0,41,2025-02-28,6,6,2025-02-28,51.0,4.0,1.0,51.0,0.0,51.0,0.0,51.0,2025-04-08,47.0,1.702127659574468,0.5125,80.0,1.5686274509803921,1.57,inf,0.6375,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,47,-683.3333333333333
Busto Arsizio,184.27947598253274,240,11,229,422,2025-04-08,190,181,2025-02-28,14,20,2025-02-28,177.0,10.0,154.0,170.0,0.0,177.0,177.0,176.0,2025-04-08,167.0,2.5269461077844313,0.42890995260663506,2.74025974025974,2.4823529411764707,2.38,2.384180790960452,0.41706161137440756,0,1,2,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,10,210,195,7.142857142857142
Biella,127.04081632653062,392,0,392,498,2025-04-08,210,185,2025-02-28,14,27,2025-02-28,257.0,0.0,69.0,194.0,4.0,257.0,257.0,69.0,2025-04-08,257.0,1.9377431906614786,0.3714859437751004,7.217391304347826,2.5670103092783507,1.94,1.9377431906614786,0.13855421686746988,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,8,237,199,16.033755274261605
Bollate,109.08372827804106,1267,1,1266,1381,2025-04-08,502,430,2025-02-28,38,55,2025-02-28,707.0,1.0,185.0,707.0,8.0,707.0,707.0,705.0,2025-04-08,706.0,1.9560906515580736,0.3113685734974656,7.464864864864865,1.9533239038189534,1.95,1.9533239038189534,0.5104996379435192,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,557,468,15.978456014362658
Bologna,179.8165137614679,457,21,436,784,2025-04-08,462,436,2025-02-28,26,35,2025-02-28,397.0,7.0,132.0,59.0,2.0,397.0,90.0,16.0,2025-04-08,390.0,2.01025641025641,0.5561224489795918,5.9393939393939394,13.288135593220339,1.97,8.71111111111111,0.02040816326530612,1,1,2,0,0,0,0,0,1,2,1,0,0,0,1,2,0,3,1,0,1,0,2,18,497,462,7.042253521126761
Bolzano,132.95454545454547,88,0,88,117,2025-04-08,77,64,2025-02-28,5,20,2025-02-28,31.0,0.0,1.0,0.0,0.0,19.0,5.0,30.0,2025-04-08,31.0,3.774193548387097,0.5470085470085471,117.0,inf,6.16,23.4,0.2564102564102564,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,97,69,28.865979381443296
Brescia Canton Monbello,201.64835164835165,182,0,182,367,2025-04-08,197,200,2025-02-28,21,30,2025-02-28,100.0,0.0,91.0,0.0,0.0,100.0,100.0,0.0,2025-04-08,100.0,3.67,0.5449591280653951,4.032967032967033,inf,3.67,3.67,0.0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,7,227,221,2.643171806167401
Brescia Verziano,151.42857142857142,71,1,70,106,2025-04-08,95,76,2025-02-28,0,0,2025-02-28,71.0,1.0,71.0,0.0,0.0,71.0,10.0,71.0,2025-04-08,70.0,1.5142857142857142,0.7169811320754716,1.4929577464788732,inf,1.49,10.6,0.6698113207547169,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,7,95,76,20.0
Brindisi,168.0672268907563,152,33,119,200,2025-04-08,141,122,2025-02-28,20,18,2025-02-28,72.0,11.0,62.0,26.0,2.0,72.0,72.0,72.0,2025-04-08,61.0,3.278688524590164,0.61,3.225806451612903,7.6923076923076925,2.78,2.7777777777777777,0.36,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,159,142,10.69182389937107
Brissogne - Aosta,74.56647398843931,181,8,173,129,2025-04-07,138,119,2025-02-28,7,15,2025-02-28,167.0,8.0,48.0,23.0,0.0,167.0,161.0,167.0,2025-04-07,159.0,0.8113207547169812,0.9224806201550387,2.6875,5.608695652173913,0.77,0.8012422360248447,1.2945736434108528,0,1,1,2,0,1,0,0,3,1,2,0,3,0,1,0,0,1,1,0,1,0,0,18,153,126,17.647058823529413
Bergamo,180.81761006289307,319,1,318,575,2025-04-08,221,202,2025-02-28,15,23,2025-02-28,192.0,1.0,113.0,53.0,2.0,192.0,192.0,192.0,2025-04-08,191.0,3.0104712041884816,0.35130434782608694,5.088495575221239,10.849056603773585,2.99,2.9947916666666665,0.3339130434782609,0,1,1,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,10,244,217,11.065573770491802
Cagliari Uta,125.84670231729056,561,0,561,706,2025-04-08,394,322,2025-02-28,31,41,2025-02-28,282.0,0.0,278.0,22.0,26.0,282.0,282.0,282.0,2025-04-08,282.0,2.50354609929078,0.45609065155807366,2.539568345323741,32.09090909090909,2.5,2.50354609929078,0.39943342776203966,2,4,0,1,0,3,0,0,1,2,0,0,1,1,2,2,2,4,1,2,0,2,3,35,435,353,18.850574712643677
Caltagirone,112.46684350132625,541,164,377,424,2025-04-08,197,180,2025-02-28,18,24,2025-02-28,215.0,70.0,186.0,70.0,0.0,215.0,215.0,195.0,2025-04-08,145.0,2.924137931034483,0.42452830188679247,2.2795698924731185,6.057142857142857,1.97,1.972093023255814,0.45990566037735847,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3,221,198,10.407239819004525
Caltanissetta,132.78688524590163,183,0,183,243,2025-04-08,120,146,2025-02-28,19,20,2025-02-28,111.0,0.0,108.0,103.0,2.0,111.0,110.0,108.0,2025-04-08,111.0,2.189189189189189,0.6008230452674898,2.25,2.3592233009708736,2.19,2.209090909090909,0.4444444444444444,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,1,1,7,140,165,-17.857142857142858
Campobasso,173.95833333333331,107,11,96,167,2025-04-08,105,93,2025-02-28,9,14,2025-02-28,74.0,8.0,45.0,61.0,1.0,74.0,74.0,74.0,2025-04-08,66.0,2.5303030303030303,0.5568862275449101,3.7111111111111112,2.737704918032787,2.26,2.2567567567567566,0.4431137724550898,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,119,102,14.285714285714285
Carinola,85.2059925093633,562,28,534,455,2025-04-08,179,167,2025-02-28,27,29,2025-02-28,280.0,26.0,140.0,139.0,6.0,164.0,279.0,137.0,2025-04-08,254.0,1.7913385826771653,0.367032967032967,3.25,3.273381294964029,2.77,1.6308243727598566,0.3010989010989011,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,1,6,208,194,6.730769230769231
Cassino,170.86614173228347,200,73,127,217,2025-04-08,142,105,2025-02-28,19,18,2025-02-28,118.0,70.0,22.0,108.0,0.0,118.0,118.0,118.0,2025-04-08,48.0,4.520833333333333,0.4838709677419355,9.863636363636363,2.009259259259259,1.84,1.8389830508474576,0.543778801843318,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,160,124,22.5
Castelfranco Emilia,56.375838926174495,191,42,149,84,2025-04-08,62,66,2025-02-28,14,16,2025-02-28,57.0,12.0,45.0,34.0,2.0,57.0,57.0,45.0,2025-04-08,45.0,1.8666666666666667,0.7857142857142857,1.8666666666666667,2.4705882352941178,1.47,1.4736842105263157,0.5357142857142857,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,78,80,-2.564102564102564
Castelvetrano,150.0,44,0,44,66,2025-04-08,50,56,2025-02-28,11,12,2025-02-28,40.0,0.0,25.0,0.0,0.0,40.0,2.0,2.0,2025-04-08,40.0,1.65,0.8484848484848485,2.64,inf,1.65,33.0,0.030303030303030304,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,62,67,-8.064516129032258
Castrovillari,145.08196721311475,122,0,122,177,2025-04-08,113,102,2025-02-28,13,15,2025-02-28,120.0,0.0,2.0,20.0,0.0,120.0,120.0,1.0,2025-04-08,120.0,1.475,0.576271186440678,88.5,8.85,1.48,1.475,0.005649717514124294,1,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,9,128,115,10.15625
Catania Bicocca,140.76923076923077,136,6,130,183,2025-04-08,160,186,2025-02-28,18,19,2025-02-28,127.0,6.0,123.0,0.0,0.0,127.0,0.0,0.0,2025-04-08,121.0,1.512396694214876,1.0163934426229508,1.4878048780487805,inf,1.44,inf,0.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,179,204,-13.966480446927374
Catania Piazza Lanza,159.49820788530468,279,0,279,445,2025-04-08,268,257,2025-02-28,24,25,2025-02-28,106.0,0.0,94.0,35.0,2.0,106.0,51.0,106.0,2025-04-08,106.0,4.19811320754717,0.5775280898876405,4.73404255319149,12.714285714285714,4.2,8.72549019607843,0.23820224719101124,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,293,281,4.09556313993174
Catanzaro,102.22929936305734,682,54,628,642,2025-04-08,415,386,2025-02-28,31,38,2025-02-28,392.0,28.0,208.0,23.0,22.0,391.0,208.0,392.0,2025-04-08,364.0,1.7637362637362637,0.6012461059190031,3.0865384615384617,27.91304347826087,1.64,3.0865384615384617,0.6105919003115264,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,5,453,417,7.9470198675496695
Crotone,111.8279569892473,99,6,93,104,2025-04-08,75,72,2025-02-28,10,18,2025-02-28,33.0,2.0,33.0,0.0,2.0,33.0,33.0,33.0,2025-04-08,31.0,3.3548387096774195,0.6923076923076923,3.1515151515151514,inf,3.15,3.1515151515151514,0.3173076923076923,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,93,82,11.827956989247312
Cosenza,118.63636363636363,220,0,220,261,2025-04-08,154,146,2025-02-28,19,20,2025-02-28,93.0,0.0,92.0,84.0,2.0,93.0,93.0,93.0,2025-04-08,93.0,2.806451612903226,0.5593869731800766,2.8369565217391304,3.107142857142857,2.81,2.806451612903226,0.3563218390804598,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,174,165,5.172413793103448
Chiavari,123.07692307692308,52,0,52,64,2025-04-08,48,46,2025-02-28,8,13,2025-02-28,23.0,0.0,22.0,3.0,1.0,23.0,23.0,23.0,2025-04-08,23.0,2.782608695652174,0.71875,2.909090909090909,21.333333333333332,2.78,2.782608695652174,0.359375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,61,54,11.475409836065573
Chieti,179.74683544303798,79,0,79,142,2025-04-08,80,86,2025-02-28,16,15,2025-02-28,33.0,0.0,33.0,7.0,1.0,33.0,32.0,4.0,2025-04-08,33.0,4.303030303030303,0.6056338028169014,4.303030303030303,20.285714285714285,4.3,4.4375,0.028169014084507043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,95,102,-7.368421052631578
Civitavecchia Giuseppe Passerini,95.65217391304348,144,52,92,88,2025-04-08,53,43,2025-02-28,6,0,2025-02-28,60.0,16.0,40.0,50.0,0.0,60.0,60.0,60.0,2025-04-08,44.0,2.0,0.48863636363636365,2.2,1.76,1.47,1.4666666666666666,0.6818181818181818,0,0,1,2,1,0,0,1,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,10,53,49,7.547169811320755
Como,193.33333333333334,226,1,225,435,2025-04-08,216,195,2025-02-28,14,23,2025-02-28,200.0,1.0,55.0,177.0,0.0,200.0,4.0,4.0,2025-04-08,199.0,2.185929648241206,0.4482758620689655,7.909090909090909,2.457627118644068,2.17,108.75,0.009195402298850575,0,0,3,1,0,0,0,0,2,0,0,0,2,1,0,2,1,0,3,0,1,1,1,18,239,209,12.552301255230125
Cremona,141.66666666666669,394,10,384,544,2025-04-08,202,181,2025-02-28,16,23,2025-02-28,252.0,10.0,68.0,216.0,4.0,252.0,77.0,77.0,2025-04-08,242.0,2.2479338842975207,0.3327205882352941,8.0,2.5185185185185186,2.16,7.064935064935065,0.14154411764705882,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,9,225,197,12.444444444444445
Cuneo,104.50928381962865,433,56,377,394,2025-04-07,206,174,2025-02-28,14,22,2025-02-28,218.0,50.0,191.0,1.0,6.0,218.0,193.0,193.0,2025-04-07,168.0,2.3452380952380953,0.4416243654822335,2.06282722513089,394.0,1.81,2.0414507772020727,0.48984771573604063,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,6,228,188,17.543859649122805
Eboli,83.33333333333334,54,0,54,45,2025-04-08,24,28,2025-02-28,12,14,2025-02-28,9.0,0.0,9.0,9.0,0.0,9.0,0.0,0.0,2025-04-08,9.0,5.0,0.6222222222222222,5.0,5.0,5.0,inf,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,40,-5.263157894736842
Enna,128.84615384615387,167,11,156,201,2025-04-08,97,109,2025-02-28,16,18,2025-02-28,79.0,2.0,39.0,0.0,2.0,79.0,78.0,78.0,2025-04-08,77.0,2.6103896103896105,0.5422885572139303,5.153846153846154,inf,2.54,2.576923076923077,0.3880597014925373,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,115,125,-8.695652173913043
Favignana,111.23595505617978,89,0,89,99,2025-04-08,79,59,2025-02-28,12,14,2025-02-28,33.0,0.0,33.0,0.0,2.0,33.0,33.0,33.0,2025-04-08,33.0,3.0,0.5959595959595959,3.0,inf,3.0,3.0,0.3333333333333333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,6,93,71,23.655913978494624
Fermo,139.53488372093022,43,0,43,60,2025-04-08,50,45,2025-02-28,12,15,2025-02-28,22.0,0.0,0.0,22.0,0.0,11.0,0.0,0.0,2025-04-08,22.0,2.727272727272727,0.75,inf,2.727272727272727,5.45,inf,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,65,57,12.307692307692308
Ferrara,160.24590163934425,244,0,244,391,2025-04-08,194,169,2025-02-28,14,19,2025-02-28,234.0,0.0,37.0,197.0,0.0,234.0,234.0,234.0,2025-04-08,234.0,1.670940170940171,0.4322250639386189,10.567567567567568,1.984771573604061,1.67,1.670940170940171,0.59846547314578,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,2,0,0,1,7,213,183,14.084507042253522
Firenze Sollicciano,147.23756906077347,497,135,362,533,2025-04-08,416,428,2025-02-28,28,34,2025-02-28,358.0,98.0,62.0,29.0,0.0,358.0,345.0,351.0,2025-04-08,260.0,2.05,0.8030018761726079,8.596774193548388,18.379310344827587,1.49,1.5449275362318842,0.6585365853658537,0,0,1,1,2,0,0,0,2,1,4,0,3,0,0,0,1,0,0,0,0,0,0,15,450,456,-1.3333333333333335
